a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
0,6,2012,0,1,1,2,0,1827,1,6,0,443,556,0
6,0,2012,0,1,2,1,1,1827,1,0,6,556,443,0
0,6,2013,1,1,1,2,1,1574,1,0,58,241,238,0
6,0,2013,1,1,2,1,0,1640,1,63,0,22,169,0
0,6,2014,2,1,1,2,1,1870,1,0,37,216,359,0
6,0,2014,2,1,2,1,1,1818,1,0,12,227,192,0
0,6,2015,0,2,1,2,0,1272,1,25,0,165,40,0
6,0,2015,0,2,2,1,1,1186,1,0,37,77,180,0
0,6,2016,1,2,1,2,0,1233,1,9,0,0,4,0
6,0,2016,1,2,2,1,0,1173,1,49,0,2,23,0
0,6,2017,2,2,1,2,1,966,1,0,39,170,98,0
6,0,2017,2,2,2,1,1,565,1,0,36,73,179,0
0,6,2018,0,0,2,3,1,773,2,37,34,0,600,0
6,0,2018,0,0,3,2,0,843,2,27,13,600,0,0
0,6,2019,1,0,2,3,1,828,1,0,52,0,295,0
6,0,2019,1,0,3,2,0,403,1,111,0,72,0,0
0,6,2020,2,0,2,3,0,584,1,23,0,0,381,0
6,0,2020,2,0,3,2,0,637,1,30,0,294,17,0
0,6,2021,0,1,2,3,1,630,1,0,14,0,276,0
6,0,2021,0,1,3,2,0,630,1,14,0,276,0,0
0,6,2022,1,1,2,3,1,974,2,13,24,0,600,0
6,0,2022,1,1,3,2,0,1170,2,70,27,600,0,0
0,6,2023,2,1,2,3,1,944,2,31,31,0,600,0
6,0,2023,2,1,3,2,0,972,1,78,0,478,0,0
0,6,2024,0,2,2,3,0,371,1,17,0,4,41,0
6,0,2024,0,2,3,2,1,600,1,0,16,62,26,0
0,6,2025,1,2,2,3,1,587,1,0,24,0,92,0
6,0,2025,1,2,3,2,0,618,1,67,0,127,0,0
0,6,2026,2,2,2,3,1,681,1,0,24,0,179,0
6,0,2026,2,2,3,2,0,631,1,23,0,221,12,0
0,6,2027,0,0,3,0,1,706,1,0,30,109,73,0
6,0,2027,0,0,0,3,0,706,1,30,0,73,109,0
0,6,2028,1,0,3,0,0,730,1,29,0,163,107,0
6,0,2028,1,0,0,3,0,894,1,1,0,41,170,0
0,6,2029,2,0,3,0,1,579,1,0,93,137,95,0
6,0,2029,2,0,0,3,0,685,1,38,0,16,0,0
0,6,2030,0,1,3,0,0,1020,1,27,0,0,156,0
6,0,2030,0,1,0,3,1,1020,1,0,27,156,0,0
0,6,2031,1,1,3,0,0,1083,1,15,0,205,156,0
6,0,2031,1,1,0,3,0,1119,1,42,0,188,207,0
0,6,2032,2,1,3,0,1,1219,1,0,1,42,96,0
6,0,2032,2,1,0,3,0,1127,1,16,0,179,328,0
0,6,2033,0,2,3,0,1,546,1,0,47,162,64,0
6,0,2033,0,2,0,3,0,1088,1,33,0,20,56,0
0,6,2034,1,2,3,0,1,678,1,0,47,123,61,0
6,0,2034,1,2,0,3,0,671,1,74,0,56,184,0
0,6,2035,2,2,3,0,1,563,1,0,15,123,119,0
6,0,2035,2,2,0,3,0,645,1,41,0,60,160,0
0,7,2000,0,0,0,1,1,461,1,0,32,19,64,0
7,0,2000,0,0,1,0,0,461,1,32,0,64,19,0
0,7,2001,1,0,0,1,0,457,1,31,0,8,36,0
7,0,2001,1,0,1,0,1,652,1,0,9,43,0,0
0,7,2002,2,0,0,1,1,248,1,0,71,0,27,0
